TEAM,DATE,OPP,PLAYER,M,P,R,OR,DR,A,S,B,TO,FGM,FGA,FGPCT,3PM,3PA,3PPCT,FTM,FTA,FTPCT,PF,OPP_TEAM,TD,BOX, ,TEAM_PTS,OPP_TEAM_PTS,AGE,WL
SAC,3/17/2021,LAL,"HARRELL, MONTREZL",33,16,18,9,9,3,0,0,1,7,10,0.7,0,0,,2,3,0.6666666667,2,LAL,0,37,,117,127,27.1369863,L
SAC,3/24/2021,SAS,"CAPELA, CLINT",36,14,18,3,15,2,0,4,2,7,9,0.7777777778,0,0,,0,0,,5,SAS,0,38,,126,91,26.84931507,W
SAC,4/21/2021,@POR,"CAPELA, CLINT",32,8,18,2,16,1,0,6,1,4,5,0.8,0,0,,0,0,,2,POR,0,33,,110,97,26.9260274,W
WAS,2/5/2021,@NYK,"PORZINGIS, KRISTAPS",35,21,18,9,9,0,0,0,1,7,16,0.4375,2,8,0.25,5,6,0.8333333333,2,NYK,0,39,,111,100,25.51232877,W
WAS,5/9/2021,PHX,"EMBIID, JOEL",32,38,18,7,11,4,3,3,6,11,22,0.5,4,8,0.5,12,12,1,2,PHX,0,66,,116,127,27.14794521,L
WAS,5/25/2021,@CHA,"PORZINGIS, KRISTAPS",36,23,18,8,10,1,1,2,1,8,21,0.380952381,5,14,0.3571428571,2,2,1,1,CHA,0,45,,120,100,25.8109589,W
BOS,2/7/2021,@TOR,"VALANCIUNAS, JONAS",32,16,17,8,9,0,0,1,5,6,10,0.6,0,0,,4,5,0.8,3,TOR,0,34,,113,111,28.75890411,W
BOS,2/13/2021,@CHA,"VALANCIUNAS, JONAS",35,10,17,5,12,0,0,2,1,5,12,0.4166666667,0,0,,0,0,,5,CHA,0,29,,98,108,28.77534247,L
BOS,2/28/2021,DET,"VALANCIUNAS, JONAS",36,24,17,5,12,5,2,2,2,11,14,0.7857142857,0,0,,2,2,1,2,DET,0,50,,139,90,28.81643836,W
BOS,4/24/2021,@IND,"VALANCIUNAS, JONAS",31,10,17,9,8,2,1,3,0,3,11,0.2727272727,1,1,1,3,4,0.75,3,IND,0,33,,114,91,28.96712329,W
BOS,5/5/2021,@BKN,"VALANCIUNAS, JONAS",33,8,17,1,16,3,1,0,0,3,7,0.4285714286,0,0,,2,2,1,3,BKN,0,29,,99,119,28.99726027,L
BOS,5/18/2021,ORL,"STEWART, ISAIAH",34,14,17,6,11,1,2,1,3,6,15,0.4,0,0,,2,4,0.5,4,ORL,0,35,,106,112,19.9890411,L
CHI,1/24/2021,ATL,"GOBERT, RUDY",34,22,17,6,11,1,1,1,2,8,10,0.8,0,0,,6,6,1,3,ATL,0,42,,98,107,28.58082192,L
CLE,12/13/2020,CHI,"THOMPSON, TRISTAN",32,14,17,6,11,2,0,1,2,6,11,0.5454545455,0,1,0,2,5,0.4,1,CHI,0,34,,138,107,29.75342466,W
CLE,1/24/2021,HOU,"THOMPSON, TRISTAN",38,10,17,4,13,2,0,3,1,3,7,0.4285714286,0,0,,4,5,0.8,0,HOU,0,32,,124,106,29.86849315,W
CLE,2/27/2021,@LAC,"THOMPSON, TRISTAN",35,5,17,7,10,0,0,3,0,2,9,0.2222222222,0,0,,1,2,0.5,2,LAC,0,25,,91,114,29.96164384,L
CLE,3/8/2021,WAS,"THOMPSON, TRISTAN",31,9,17,3,14,2,1,0,2,4,8,0.5,0,0,,1,2,0.5,2,WAS,0,29,,104,94,29.98630137,W
CLE,3/17/2021,GSW,"NANCE, LARRY",33,3,17,5,12,3,4,2,4,1,6,0.1666666667,0,2,0,1,4,0.25,1,GSW,0,29,,108,107,28.20547945,W
CLE,3/28/2021,ATL,"THOMPSON, TRISTAN",33,12,17,6,11,2,1,0,2,5,10,0.5,0,0,,2,4,0.5,5,ATL,0,32,,117,114,30.04109589,W
CLE,4/18/2021,BOS,"THOMPSON, TRISTAN",35,7,17,7,10,0,1,1,1,1,7,0.1428571429,0,0,,5,6,0.8333333333,4,BOS,0,26,,120,130,30.09863014,L
CLE,5/20/2021,@SAC,"THOMPSON, TRISTAN",31,8,17,7,10,0,1,1,0,4,11,0.3636363636,0,0,,0,0,,1,SAC,0,27,,94,123,30.18630137,L
DAL,1/27/2021,MIA,"DRUMMOND, ANDRE",38,15,17,5,12,6,5,1,3,7,12,0.5833333333,0,0,,1,1,1,4,MIA,0,44,,123,94,27.46575342,W
DAL,3/21/2021,MEM,"DRUMMOND, ANDRE",32,15,17,8,9,1,1,6,2,7,12,0.5833333333,0,0,,1,1,1,0,MEM,0,40,,112,84,27.6109589,W
DAL,4/20/2021,MEM,"DRUMMOND, ANDRE",33,9,17,3,14,3,0,4,2,4,10,0.4,0,0,,1,2,0.5,3,MEM,0,33,,94,100,27.69315068,L
DAL,4/24/2021,@SAS,"DRUMMOND, ANDRE",29,23,17,5,12,4,1,2,5,10,12,0.8333333333,0,0,,3,6,0.5,6,SAS,0,47,,133,106,27.70410959,W
DEN,1/7/2021,PHX,"JOKIC, NIKOLA",37,27,17,5,12,8,0,0,2,11,19,0.5789473684,3,5,0.6,2,2,1,1,PHX,0,52,,113,102,25.88251366,W
DEN,2/11/2021,SAC,"JOKIC, NIKOLA",39,25,17,3,14,13,2,1,3,5,14,0.3571428571,2,7,0.2857142857,13,14,0.9285714286,5,SAC,1,58,,106,110,25.97814208,L
DEN,2/25/2021,LAC,"JOKIC, NIKOLA",34,32,17,5,12,1,2,1,2,13,23,0.5652173913,3,7,0.4285714286,3,3,1,4,LAC,0,53,,118,123,26.01643836,L
DEN,5/14/2021,OKC,"JOKIC, NIKOLA",33,17,17,1,16,4,0,1,1,7,19,0.3684210526,3,8,0.375,0,0,,0,OKC,0,39,,97,95,26.23013699,W
DET,3/28/2021,@ORL,"WOOD, CHRISTIAN",32,18,17,2,15,0,0,1,5,8,19,0.4210526316,2,6,0.3333333333,0,0,,2,ORL,0,36,,95,98,25.49863014,L
DET,5/11/2021,LAC,"WOOD, CHRISTIAN",32,20,17,2,15,0,0,3,5,8,10,0.8,3,3,1,1,1,1,2,LAC,0,40,,93,130,25.61917808,L
GSW,1/14/2021,@ORL,"JORDAN, DEANDRE",32,10,17,4,13,4,0,3,2,5,8,0.625,0,0,,0,0,,3,ORL,0,34,,105,107,32.48493151,L
HOU,12/13/2020,@WAS,"VUCEVIC, NIKOLA",26,16,17,3,14,0,0,1,0,7,14,0.5,2,8,0.25,0,0,,0,WAS,0,34,,137,100,30.1369863,W
HOU,12/23/2020,@CHI,"VUCEVIC, NIKOLA",32,15,17,3,14,1,1,0,2,4,13,0.3076923077,2,6,0.3333333333,5,7,0.7142857143,2,CHI,0,34,,126,96,30.16438356,W
HOU,2/7/2021,@GSW,"VUCEVIC, NIKOLA",38,11,17,5,12,3,2,1,3,4,12,0.3333333333,1,5,0.2,2,3,0.6666666667,4,GSW,0,34,,118,123,30.29041096,L
HOU,5/3/2021,SAC,"VUCEVIC, NIKOLA",35,8,17,4,13,2,2,1,4,2,8,0.25,0,3,0,4,4,1,1,SAC,0,30,,84,99,30.52328767,L
IND,12/13/2020,@BKN,"SABONIS, DOMANTAS",38,23,17,3,14,7,0,0,1,10,13,0.7692307692,0,0,,3,4,0.75,3,BKN,0,47,,145,127,24.61369863,W
IND,1/28/2021,CHA,"SABONIS, DOMANTAS",32,14,17,2,15,7,1,0,2,6,13,0.4615384615,0,0,,2,3,0.6666666667,2,CHA,0,39,,128,77,24.73972603,W
IND,3/7/2021,@PHX,"SABONIS, DOMANTAS",43,19,17,3,14,4,0,0,0,9,13,0.6923076923,0,0,,1,1,1,1,PHX,0,40,,104,100,24.84383562,W
IND,4/12/2021,POR,"WILLIAMS, ROBERT",31,10,17,7,10,0,0,5,0,5,10,0.5,0,0,,0,2,0,2,POR,0,32,,87,99,23.48493151,L
IND,4/14/2021,@CLE,"WILLIAMS, ROBERT",28,6,17,6,11,1,1,0,1,3,6,0.5,0,0,,0,0,,2,CLE,0,25,,108,96,23.49041096,W
LAC,3/1/2021,ORL,"GREEN, JAMYCHAL",37,9,17,6,11,1,1,0,3,2,11,0.1818181818,1,7,0.1428571429,4,5,0.8,4,ORL,0,28,,110,112,30.69315068,L
LAL,12/12/2020,MEM,"ALLEN, JARRETT",34,15,17,10,7,1,1,5,2,3,7,0.4285714286,0,0,,9,12,0.75,5,MEM,0,39,,112,99,22.64383562,W
LAL,3/8/2021,@BKN,"COLLINS, JOHN",39,25,17,3,14,4,0,3,2,8,15,0.5333333333,3,6,0.5,6,6,1,3,BKN,0,49,,107,129,23.45479452,L
MEM,5/9/2021,BOS,"OLYNYK, KELLY",28,9,17,3,14,2,3,1,1,3,11,0.2727272727,3,8,0.375,0,0,,6,BOS,0,32,,121,130,30.05479452,L
MIA,4/27/2021,NYK,"ADEBAYO, BAM",38,19,17,6,11,5,0,4,3,7,10,0.7,0,0,,5,6,0.8333333333,4,NYK,0,45,,141,100,23.77534247,W
MIA,4/28/2021,CHI,"ADEBAYO, BAM",30,26,17,7,10,4,1,4,2,12,18,0.6666666667,0,0,,2,2,1,3,CHI,0,52,,107,81,23.77808219,W
MIL,1/12/2021,@CLE,"ANTETOKOUNMPO, GIANNIS",35,15,17,7,10,8,1,1,4,6,15,0.4,1,8,0.125,2,4,0.5,6,CLE,0,42,,125,97,26.10136986,W
MIL,2/27/2021,NYK,"ANTETOKOUNMPO, GIANNIS",30,14,17,4,13,6,0,4,1,6,19,0.3157894737,0,9,0,2,2,1,1,NYK,0,41,,118,85,26.22739726,W
MIL,2/27/2021,NYK,"HOWARD, DWIGHT",27,10,17,7,10,1,0,1,0,5,7,0.7142857143,0,0,,0,0,,3,NYK,0,29,,118,85,35.22191781,W
MIL,4/18/2021,IND,"ANTETOKOUNMPO, GIANNIS",38,29,17,5,12,9,0,2,2,10,17,0.5882352941,2,7,0.2857142857,7,13,0.5384615385,3,IND,0,57,,102,99,26.36438356,W
MIN,1/22/2021,@PHX,"TOWNS, KARL-ANTHONY",39,25,17,4,13,5,1,0,2,8,16,0.5,3,7,0.4285714286,6,9,0.6666666667,4,PHX,0,48,,118,98,25.18630137,W
MIN,3/28/2021,CHA,"TOWNS, KARL-ANTHONY",33,32,17,4,13,8,0,2,0,11,16,0.6875,7,10,0.7,3,3,1,6,CHA,0,59,,139,78,25.36438356,W
MIN,5/18/2021,@NYK,"TOWNS, KARL-ANTHONY",47,32,17,6,11,5,3,2,1,11,25,0.44,4,16,0.25,6,7,0.8571428571,4,NYK,0,59,,153,158,25.50410959,L
NOP,12/16/2020,@OKC,"KANTER, ENES",27,4,17,9,8,1,0,2,1,1,8,0.125,0,0,,2,2,1,2,OKC,0,24,,83,93,28.57534247,L
NOP,2/21/2021,CHI,"ALLEN, JARRETT",43,10,17,9,8,1,1,0,7,5,9,0.5555555556,0,0,,0,2,0,3,CHI,0,29,,148,151,22.83835616,L
NOP,5/20/2021,@SAS,"KANTER, ENES",31,6,17,6,11,4,1,0,3,3,8,0.375,0,0,,0,0,,3,SAS,0,28,,104,112,29,L
NOP,5/23/2021,PHX,"KANTER, ENES",34,24,17,4,13,3,1,0,0,11,15,0.7333333333,0,0,,2,4,0.5,4,PHX,0,45,,130,113,29.00821918,W
NOP,5/29/2021,@SAS,"HART, JOSH",40,22,17,8,9,0,1,0,3,6,15,0.4,3,12,0.25,7,11,0.6363636364,2,SAS,0,40,,103,123,26.23013699,L
NYK,12/24/2020,CLE,"ROBINSON, MITCHELL",35,20,17,2,15,0,2,3,2,9,15,0.6,0,0,,2,4,0.5,0,CLE,0,42,,82,97,22.73150685,L
OKC,1/24/2021,@SAC,"LOONEY, KEVON",30,5,17,4,13,3,0,1,2,2,6,0.3333333333,0,0,,1,2,0.5,5,SAC,0,26,,106,118,24.96448087,L
ORL,1/16/2021,@WAS,"BAMBA, MOHAMED",31,24,17,6,11,2,0,2,2,10,18,0.5555555556,2,7,0.2857142857,2,4,0.5,3,WAS,0,45,,109,103,22.68219178,W
ORL,4/20/2021,@MIN,"WESTBROOK, RUSSELL",33,22,17,2,15,4,3,2,5,10,15,0.6666666667,1,2,0.5,1,1,1,2,MIN,0,48,,125,108,32.43561644,W
PHI,2/19/2021,OKC,"ZUBAC, IVICA",34,25,17,2,15,2,0,2,0,10,13,0.7692307692,0,0,,5,5,1,4,OKC,0,46,,115,92,23.9260274,W
PHI,3/15/2021,@ATL,"ZUBAC, IVICA",34,19,17,6,11,0,0,1,1,6,13,0.4615384615,0,0,,7,7,1,1,ATL,0,37,,111,130,23.99178082,L
PHI,3/22/2021,@MIL,"ZUBAC, IVICA",35,29,17,8,9,1,1,2,3,10,20,0.5,0,0,,9,11,0.8181818182,4,MIL,0,50,,117,92,24.0109589,W
PHX,3/21/2021,@DET,"AYTON, DEANDRE",33,19,17,5,12,3,1,1,3,8,17,0.4705882353,0,0,,3,4,0.75,4,DET,0,41,,123,103,22.66027397,W
POR,12/24/2020,ATL,"NURKIC, JUSUF",31,15,17,6,11,1,2,3,2,6,10,0.6,0,0,,3,6,0.5,1,ATL,0,38,,84,97,26.3369863,L
POR,1/12/2021,CHI,"WHITESIDE, HASSAN",28,4,17,4,13,1,2,1,0,2,5,0.4,0,0,,0,0,,2,CHI,0,25,,131,122,31.58356164,W
SAC,12/9/2020,@UTA,"CAPELA, CLINT",35,8,17,5,12,1,0,1,3,4,6,0.6666666667,0,0,,0,0,,2,UTA,0,27,,92,83,26.56164384,W
SAC,1/21/2021,@DAL,"CAPELA, CLINT",34,9,17,3,14,2,0,2,1,4,9,0.4444444444,0,0,,1,2,0.5,0,DAL,0,30,,108,116,26.67945205,L
SAC,1/24/2021,OKC,"HARRELL, MONTREZL",38,27,17,9,8,1,0,2,3,11,16,0.6875,0,0,,5,5,1,5,OKC,0,47,,118,106,26.99453552,W
SAC,2/2/2021,@IND,"CAPELA, CLINT",47,12,17,3,14,1,0,3,1,5,9,0.5555555556,0,0,,2,5,0.4,2,IND,0,33,,115,113,26.71232877,W
SAC,2/13/2021,LAC,"CAPELA, CLINT",38,10,17,3,14,1,0,1,1,5,9,0.5555555556,0,0,,0,0,,1,LAC,0,29,,123,91,26.74246575,W
SAC,5/8/2021,@CLE,"HARRELL, MONTREZL",23,10,17,12,5,0,0,0,3,2,7,0.2857142857,0,0,,6,6,1,1,CLE,0,27,,100,84,27.27945205,W
WAS,12/31/2020,@ORL,"EMBIID, JOEL",39,26,17,6,11,1,1,0,4,9,21,0.4285714286,0,6,0,8,8,1,3,ORL,0,45,,131,117,26.79452055,W
WAS,3/11/2021,@ATL,"EMBIID, JOEL",37,20,17,6,11,4,2,2,0,7,18,0.3888888889,1,2,0.5,5,7,0.7142857143,0,ATL,0,45,,108,121,26.98630137,L
WAS,4/11/2021,BKN,"EMBIID, JOEL",42,31,17,4,13,4,1,3,3,10,16,0.625,2,2,1,9,11,0.8181818182,4,BKN,0,56,,124,137,27.07123288,L
WAS,5/16/2021,NOP,"EMBIID, JOEL",39,41,17,4,13,4,1,1,2,12,17,0.7058823529,5,7,0.7142857143,12,16,0.75,3,NOP,0,64,,146,114,27.16712329,W
WAS,5/29/2021,IND,"EMBIID, JOEL",34,18,17,5,12,3,0,1,1,7,10,0.7,1,3,0.3333333333,3,4,0.75,4,IND,0,39,,115,91,27.20273973,W
ATL,12/31/2020,@LAL,"DAVIS, ANTHONY",30,11,16,4,12,4,0,2,3,4,10,0.4,0,2,0,3,4,0.75,2,LAL,0,33,,110,115,27.80821918,L
ATL,2/1/2021,UTA,"DAVIS, ANTHONY",31,12,16,7,9,1,1,1,3,2,8,0.25,2,4,0.5,6,6,1,4,UTA,0,31,,109,103,27.89589041,W
ATL,2/10/2021,@CHI,"DAVIS, ANTHONY",32,16,16,7,9,3,0,1,2,7,17,0.4117647059,2,3,0.6666666667,0,0,,3,CHI,0,36,,97,108,27.92054795,L
ATL,3/23/2021,@BOS,"DAVIS, ANTHONY",35,27,16,7,9,3,1,3,5,12,17,0.7058823529,2,4,0.5,1,1,1,3,BOS,0,50,,134,106,28.03287671,W
ATL,4/16/2021,MEM,"DAVIS, ANTHONY",33,19,16,3,13,3,0,0,5,7,13,0.5384615385,2,4,0.5,3,3,1,6,MEM,0,38,,130,96,28.09863014,W
BKN,12/3/2020,@OKC,"JAMES, LEBRON",42,43,16,3,13,15,1,1,0,17,22,0.7727272727,7,10,0.7,2,4,0.5,3,OKC,1,76,,139,101,35.92622951,W
BKN,2/25/2021,ATL,"DURANT, KEVIN",31,35,16,0,16,2,1,0,1,15,22,0.6818181818,5,9,0.5555555556,0,0,,3,ATL,0,54,,126,119,32.4109589,W
BKN,4/14/2021,@MIA,"CAULEY-STEIN, WILLIE",30,4,16,2,14,0,3,2,1,1,3,0.3333333333,0,0,,2,2,1,2,MIA,0,25,,120,112,27.65479452,W
BOS,4/18/2021,@CLE,"VALANCIUNAS, JONAS",34,14,16,8,8,1,0,1,0,5,8,0.625,0,0,,4,4,1,1,CLE,0,32,,130,120,28.95068493,W
BOS,4/26/2021,@MIL,"VALANCIUNAS, JONAS",34,18,16,4,12,2,0,0,3,8,9,0.8888888889,0,0,,2,3,0.6666666667,5,MIL,0,36,,97,138,28.97260274,L
CHA,12/29/2020,DET,"BAYNES, ARON",38,7,16,6,10,5,0,3,1,2,7,0.2857142857,0,1,0,3,6,0.5,5,DET,0,31,,135,118,34.05479452,W
CHA,3/19/2021,ORL,"BAYNES, ARON",35,2,16,4,12,2,0,0,0,0,12,0,0,6,0,2,4,0.5,3,ORL,0,20,,84,96,34.2739726,L
CHI,12/11/2020,@NYK,"GOBERT, RUDY",34,11,16,5,11,0,1,3,1,5,10,0.5,0,0,,1,3,0.3333333333,4,NYK,0,31,,89,103,28.46027397,L
CHI,1/10/2021,@GSW,"GOBERT, RUDY",34,14,16,6,10,2,2,1,0,5,8,0.625,0,0,,4,6,0.6666666667,5,GSW,0,35,,114,112,28.54246575,W
CHI,1/29/2021,@OKC,"GOBERT, RUDY",32,20,16,5,11,3,1,3,2,8,11,0.7272727273,0,0,,4,4,1,1,OKC,0,43,,142,143,28.59452055,L
CHI,2/17/2021,BOS,"GOBERT, RUDY",30,10,16,0,16,1,1,4,2,4,7,0.5714285714,0,0,,2,2,1,2,BOS,0,32,,126,104,28.64657534,W
CHI,3/22/2021,NOP,"GOBERT, RUDY",33,16,16,6,10,2,2,2,2,8,11,0.7272727273,0,0,,0,1,0,5,NOP,0,38,,112,119,28.7369863,L
CLE,12/9/2020,IND,"THOMPSON, TRISTAN",30,13,16,4,12,2,0,1,0,6,11,0.5454545455,0,0,,1,2,0.5,1,IND,0,32,,77,115,29.74246575,L
CLE,1/19/2021,ORL,"THOMPSON, TRISTAN",33,13,16,3,13,4,0,1,1,6,12,0.5,0,0,,1,2,0.5,2,ORL,0,34,,104,102,29.85479452,W
CLE,2/5/2021,ATL,"THOMPSON, TRISTAN",33,10,16,2,14,3,1,3,1,4,10,0.4,0,0,,2,2,1,3,ATL,0,33,,97,123,29.90136986,L
CLE,2/13/2021,@TOR,"THOMPSON, TRISTAN",30,3,16,3,13,0,0,0,1,1,5,0.2,0,0,,1,1,1,1,TOR,0,19,,97,106,29.92328767,L
CLE,2/22/2021,@DET,"THOMPSON, TRISTAN",32,10,16,2,14,0,1,2,0,4,8,0.5,0,0,,2,2,1,3,DET,0,29,,119,102,29.94794521,W
CLE,3/12/2021,@DET,"THOMPSON, TRISTAN",31,14,16,4,12,2,1,1,0,7,12,0.5833333333,0,0,,0,1,0,2,DET,0,34,,107,101,29.99726027,W
CLE,3/15/2021,TOR,"THOMPSON, TRISTAN",29,14,16,8,8,1,0,1,0,6,10,0.6,0,0,,2,5,0.4,4,TOR,0,32,,97,120,30.00547945,L
DAL,2/23/2021,LAL,"DONCIC, LUKA",38,30,16,6,10,11,1,0,0,8,20,0.4,5,13,0.3846153846,9,12,0.75,2,LAL,1,58,,126,104,21.9863388,W
DAL,3/24/2021,@CHA,"BRYANT, THOMAS",35,23,16,3,13,4,2,0,0,9,19,0.4736842105,3,4,0.75,2,4,0.5,0,CHA,0,45,,117,81,23.64657534,W
DAL,4/7/2021,@ATL,"DRUMMOND, ANDRE",36,12,16,5,11,1,4,5,0,6,12,0.5,0,0,,0,0,,4,ATL,0,38,,106,116,27.65753425,L
DAL,5/10/2021,UTA,"DRUMMOND, ANDRE",27,2,16,6,10,1,2,3,3,1,11,0.09090909091,0,0,,0,2,0,3,UTA,0,24,,139,77,27.74794521,W
DEN,2/10/2021,MEM,"JOKIC, NIKOLA",40,23,16,4,12,6,1,2,3,7,15,0.4666666667,2,3,0.6666666667,7,9,0.7777777778,5,MEM,0,48,,130,132,25.97540984,L
DEN,3/16/2021,@MIL,"JOKIC, NIKOLA",30,26,16,4,12,9,1,0,2,8,14,0.5714285714,3,5,0.6,7,9,0.7777777778,4,MIL,0,52,,125,114,26.06849315,W
DET,2/24/2021,CHI,"POWELL, DWIGHT",36,6,16,2,14,5,1,1,1,2,4,0.5,0,1,0,2,2,1,1,CHI,0,29,,99,91,29.6,W
DET,3/16/2021,TOR,"WOOD, CHRISTIAN",34,25,16,1,15,0,1,2,4,10,15,0.6666666667,4,8,0.5,1,2,0.5,3,TOR,0,44,,101,109,25.46575342,L
DET,3/18/2021,DEN,"WOOD, CHRISTIAN",33,31,16,4,12,1,2,0,3,13,22,0.5909090909,2,7,0.2857142857,3,5,0.6,3,DEN,0,50,,111,109,25.47123288,W
DET,5/1/2021,ORL,"WOOD, CHRISTIAN",33,19,16,7,9,1,0,1,1,8,18,0.4444444444,2,3,0.6666666667,1,2,0.5,1,ORL,0,37,,96,113,25.59178082,L
GSW,12/22/2020,@MIN,"TURNER, MYLES",34,19,16,3,13,1,1,0,2,8,16,0.5,3,8,0.375,0,0,,4,MIN,0,37,,109,131,24.74794521,L
GSW,12/29/2020,BOS,"TURNER, MYLES",34,6,16,3,13,4,1,3,1,3,6,0.5,0,3,0,0,0,,3,BOS,0,30,,107,130,24.76712329,L
GSW,1/17/2021,@CHA,"JORDAN, DEANDRE",25,1,16,7,9,6,1,1,0,0,1,0,0,0,,1,2,0.5,1,CHA,0,25,,114,97,32.49315068,W
GSW,2/23/2021,@LAC,"JORDAN, DEANDRE",30,6,16,6,10,1,0,0,2,3,7,0.4285714286,0,0,,0,0,,6,LAC,0,23,,118,102,32.59452055,W
GSW,3/5/2021,@POR,"JORDAN, DEANDRE",23,8,16,2,14,0,0,2,1,4,7,0.5714285714,0,0,,0,0,,1,POR,0,26,,136,102,32.62191781,W
HOU,2/5/2021,@SAC,"VUCEVIC, NIKOLA",31,17,16,2,14,5,2,0,2,7,15,0.4666666667,2,5,0.4,1,3,0.3333333333,3,SAC,0,40,,136,116,30.28493151,W
HOU,2/10/2021,BKN,"VUCEVIC, NIKOLA",35,21,16,6,10,6,0,1,1,8,20,0.4,0,7,0,5,6,0.8333333333,2,BKN,0,44,,102,115,30.29863014,L
HOU,3/7/2021,DEN,"VUCEVIC, NIKOLA",33,24,16,4,12,2,2,0,2,10,14,0.7142857143,2,5,0.4,2,2,1,2,DEN,0,44,,148,126,30.36712329,W
HOU,5/13/2021,@DET,"VUCEVIC, NIKOLA",27,21,16,7,9,1,0,0,0,7,12,0.5833333333,4,8,0.5,3,4,0.75,5,DET,0,38,,153,87,30.55068493,W
IND,12/9/2020,@CLE,"WILLIAMS, ROBERT",20,3,16,2,14,0,0,0,0,1,2,0.5,0,0,,1,2,0.5,3,CLE,0,19,,115,77,23.14520548,W
IND,1/6/2021,ORL,"SABONIS, DOMANTAS",33,15,16,1,15,7,1,0,1,7,9,0.7777777778,0,0,,1,3,0.3333333333,4,ORL,0,39,,109,103,24.67945205,W
IND,1/22/2021,LAC,"SABONIS, DOMANTAS",30,14,16,7,9,0,1,1,0,6,12,0.5,0,0,,2,2,1,1,LAC,0,32,,77,107,24.72328767,L
IND,1/28/2021,CHA,"WILLIAMS, ROBERT",22,8,16,4,12,0,0,0,2,3,3,1,0,0,,2,4,0.5,2,CHA,0,24,,128,77,23.28219178,W
IND,3/4/2021,@DEN,"SABONIS, DOMANTAS",32,22,16,4,12,4,0,0,0,11,16,0.6875,0,0,,0,0,,4,DEN,0,42,,90,107,24.83561644,L
IND,3/26/2021,BKN,"SABONIS, DOMANTAS",28,19,16,2,14,6,0,2,1,9,14,0.6428571429,0,0,,1,1,1,4,BKN,0,43,,118,101,24.89589041,W
IND,5/16/2021,@LAL,"WILLIAMS, ROBERT",29,4,16,2,14,2,1,2,0,2,3,0.6666666667,0,0,,0,2,0,3,LAL,0,25,,112,91,23.57808219,W
LAC,4/7/2021,SAC,"GREEN, JAMYCHAL",36,16,16,3,13,1,0,0,2,6,9,0.6666666667,4,5,0.8,0,0,,5,SAC,0,33,,114,94,30.79452055,W
LAC,4/11/2021,@PHX,"SABONIS, DOMANTAS",33,19,16,9,7,10,2,0,3,8,12,0.6666666667,0,0,,3,4,0.75,0,PHX,1,47,,119,102,24.93972603,W
LAC,4/28/2021,NOP,"SABONIS, DOMANTAS",29,14,16,4,12,5,2,1,1,7,12,0.5833333333,0,0,,0,0,,4,NOP,0,38,,112,97,24.98630137,W
LAL,12/1/2020,@LAC,"COLLINS, JOHN",31,6,16,3,13,2,1,3,0,3,8,0.375,0,0,,0,0,,3,LAC,0,28,,132,125,23.1890411,W
LAL,1/2/2021,OKC,"COLLINS, JOHN",37,8,16,7,9,2,1,1,6,4,8,0.5,0,1,0,0,2,0,1,OKC,0,28,,119,134,23.27671233,L
LAL,4/14/2021,@MEM,"GOBERT, RUDY",32,13,16,5,11,1,0,3,2,6,10,0.6,0,0,,1,2,0.5,3,MEM,0,33,,104,108,28.8,L
MEM,5/3/2021,@MIL,"OLYNYK, KELLY",37,14,16,2,14,1,0,0,4,5,14,0.3571428571,2,11,0.1818181818,2,2,1,3,MIL,0,31,,92,122,30.03835616,L
MIA,1/31/2021,@PHI,"ADEBAYO, BAM",39,23,16,2,14,4,3,0,4,10,14,0.7142857143,0,1,0,3,4,0.75,5,PHI,0,46,,117,121,23.53972603,L
MIA,2/12/2021,@WAS,"ADEBAYO, BAM",37,24,16,3,13,4,0,1,0,11,14,0.7857142857,0,0,,2,2,1,3,WAS,0,45,,112,98,23.57260274,W
MIL,12/9/2020,MIA,"ANTETOKOUNMPO, GIANNIS",38,21,16,7,9,9,1,0,1,7,14,0.5,2,6,0.3333333333,5,8,0.625,6,MIA,0,47,,136,102,26.00821918,W
MIL,1/10/2021,ATL,"ANTETOKOUNMPO, GIANNIS",34,20,16,4,12,10,0,3,4,5,15,0.3333333333,3,8,0.375,7,15,0.4666666667,2,ATL,1,49,,117,81,26.09589041,W
MIL,1/26/2021,@MEM,"HOWARD, DWIGHT",28,7,16,6,10,1,0,2,0,3,6,0.5,0,0,,1,1,1,4,MEM,0,26,,130,105,35.13424658,W
MIL,2/1/2021,LAL,"HOWARD, DWIGHT",28,0,16,8,8,0,0,3,1,0,0,,0,0,,0,0,,4,LAL,0,19,,117,101,35.15068493,W
MIL,3/26/2021,SAC,"ANTETOKOUNMPO, GIANNIS",31,27,16,5,11,6,3,2,1,12,26,0.4615384615,0,5,0,3,4,0.75,2,SAC,0,54,,139,107,26.30136986,W
MIL,4/16/2021,@MIA,"ANTETOKOUNMPO, GIANNIS",38,32,16,4,12,7,2,2,2,8,18,0.4444444444,2,7,0.2857142857,14,20,0.7,4,MIA,0,59,,104,99,26.35890411,W
MIN,12/16/2020,@WAS,"TOWNS, KARL-ANTHONY",39,31,16,5,11,7,2,2,0,8,20,0.4,5,14,0.3571428571,10,12,0.8333333333,4,WAS,0,58,,107,94,25.08493151,W
MIN,1/10/2021,@SAS,"TOWNS, KARL-ANTHONY",39,42,16,5,11,6,1,2,1,13,19,0.6842105263,9,14,0.6428571429,7,9,0.7777777778,5,SAS,0,67,,131,99,25.15342466,W
